Region,BHK,Title,SQFT,Rate,Bathrooms,Type,Possession,Price
Seegehalli,3,Fully Furnished 3BHK Apartment in Whitefield,1660,9036.0,3 Bathrooms,Sale,May'18,150.0
Seegehalli,3,3BHK Apartment in Whitefield,1490,5705.0,3 Bathrooms,Sale,Aug'18,85.0
Seegehalli,3,Semi Furnished 3BHK Apartment in Whitefield,1039,7127.0,3 Bathrooms,Sale,Dec'18,74.05
Seegehalli,3,3BHK Apartment in Sonnenahalli,1173,5568.0,2 Bathrooms,Sale,May'18,65.3
Seegehalli,3,Semi Furnished 3BHK Apartment in Whitefield,1833,8574.0,3 Bathrooms,Sale,Dec'19,157.0
Seegehalli,3,3BHK Apartment in TC Palya Road,1100,4818.0,3 Bathrooms,Sale,Jun'18,53.0
Seegehalli,3,3BHK Apartment in K R Puram,1457,7563.0,3 Bathrooms,Sale,May'19,110.0
Seegehalli,3,Semi Furnished 3BHK Apartment in Whitefield,1127,7131.0,3 Bathrooms,Sale,Dec'18,80.36
Seegehalli,3,3BHK Apartment in Whitefield,1833,12275.0,3 Bathrooms,Sale,Dec'19,225.0
Seegehalli,3,3BHK Apartment in Whitefield,1353,12417.0,3 Bathrooms,Sale,Dec'19,168.0
Seegehalli,3,3BHK Apartment in TC Palya Road,1069,4677.0,2 Bathrooms,Sale,Jun'18,50.0
Seegehalli,3,Semi Furnished 3BHK Apartment in Whitefield,1039,7130.0,3 Bathrooms,Sale,Dec'18,74.08
Seegehalli,3,3BHK Apartment in K R Puram,1148,8720.0,3 Bathrooms,Sale,Dec'18,100.0
Seegehalli,3,3BHK Apartment in K R Puram,1190,8824.0,3 Bathrooms,Sale,Dec'18,105.0
Seegehalli,3,Semi Furnished 3BHK Apartment in Whitefield,1039,7127.0,3 Bathrooms,Sale,Dec'18,74.05
Seegehalli,3,3BHK Apartment in Whitefield,1050,6381.0,3 Bathrooms,Sale,May'18,67.0
GM Palya,1,1BHK Apartment in CV Raman Nagar,705,7801.0,1 Bathrooms,Sale,Feb'18,55.0
GM Palya,1,Semi Furnished 1BHK Apartment in C V Raman Nagar,494,9425.0,1 Bathrooms,Sale,Jun'18,46.56
GM Palya,1,1BHK Apartment in C V Raman Nagar,494,13158.0,1 Bathrooms,Sale,Jun'18,65.0
GM Palya,1,Semi Furnished 1BHK Apartment in C V Raman Nagar,494,9421.0,1 Bathrooms,Sale,Jun'18,46.54
GM Palya,1,1BHK Apartment in K R Puram,500,5600.0,1 Bathrooms,Sale,May'18,28.0
GM Palya,1,Semi Furnished 1BHK Apartment in C V Raman Nagar,494,9421.0,1 Bathrooms,Sale,Jun'18,46.54
GM Palya,1,1BHK Apartment in CV Raman Nagar,494,11134.0,1 Bathrooms,Sale,May'18,55.0
GM Palya,1,1BHK Apartment in C V Raman Nagar,494,11134.0,1 Bathrooms,Sale,Apr'18,55.0
GM Palya,1,Semi Furnished 1BHK Apartment in Malleshpalya,847,6494.0,2 Bathrooms,Sale,May'18,55.0
GM Palya,1,Semi Furnished 1BHK Apartment in C V Raman Nagar,494,9419.0,1 Bathrooms,Sale,Jun'18,46.53
GM Palya,1,1BHK Apartment in Indiranagar,850,6706.0,1 Bathrooms,Sale,Jan'18,57.0
GM Palya,1,1BHK Apartment in C V Raman Nagar,494,9717.0,1 Bathrooms,Sale,Mar'18,48.0
GM Palya,1,1BHK Apartment in C V Raman Nagar,494,12146.0,2 Bathrooms,Sale,Apr'18,60.0
GM Palya,1,1BHK Apartment in C V Raman Nagar,494,10121.0,1 Bathrooms,Sale,Apr'18,50.0
GM Palya,1,1BHK Apartment in Baiyyappanahalli,539,6494.0,1 Bathrooms,Sale,Feb'18,35.0
GM Palya,1,1BHK Apartment in C V Raman Nagar,494,9717.0,1 Bathrooms,Sale,Mar'18,48.0
GM Palya,1,Semi Furnished 1BHK Apartment in Old Airport Road,400,5750.0,1 Bathrooms,Sale,Apr'18,23.0
GM Palya,2,2BHK Apartment in GM Palya,809,8900.0,2 Bathrooms,Sale,Jun'19,72.0
GM Palya,2,2BHK Apartment in GM Palya,900,5778.0,2 Bathrooms,Sale,Jun'18,52.0
GM Palya,2,Semi Furnished 2BHK Apartment in GM Palya,768,4622.0,2 Bathrooms,Sale,May'18,35.5
GM Palya,2,2BHK Apartment in GM Palya,735,9048.0,2 Bathrooms,Sale,Jun'19,66.5
GM Palya,2,2BHK Apartment in GM Palya,756,5291.0,2 Bathrooms,Sale,Feb'18,40.0
GM Palya,2,2BHK Apartment in GM Palya,868,6912.0,2 Bathrooms,Sale,Feb'18,60.0
GM Palya,2,Semi Furnished 2BHK Apartment in Kaggadasapura,1078,4035.0,2 Bathrooms,Sale,Jan'18,43.5
GM Palya,2,2BHK Apartment in Doddanekkundi,1080,5463.0,2 Bathrooms,Sale,May'18,59.0
GM Palya,2,2BHK Apartment in Old Airport Road,725,6069.0,2 Bathrooms,Sale,May'18,44.0
GM Palya,2,2BHK Apartment in K R Puram,900,5333.0,2 Bathrooms,Sale,May'18,48.0
GM Palya,2,2BHK Apartment in Kaggadasapura,665,6617.0,2 Bathrooms,Sale,Jun'18,44.0
GM Palya,2,Semi Furnished 2BHK Apartment in C V Raman Nagar,749,5607.0,2 Bathrooms,Sale,Jan'18,42.0
GM Palya,2,Semi Furnished 2BHK Apartment in Bennigana Halli,928,9159.0,2 Bathrooms,Sale,Jan'18,85.0
GM Palya,2,2BHK Apartment in Kaggadasapura,672,5952.0,2 Bathrooms,Sale,May'18,40.0
GM Palya,2,Semi Furnished 2BHK Apartment in Jeevanbheema Nagar,1036,6274.0,2 Bathrooms,Sale,Jan'18,65.0
GM Palya,2,2BHK Apartment in Bennigana Halli,1280,6094.0,2 Bathrooms,Sale,Jan'18,78.0
GM Palya,2,Semi Furnished 2BHK Apartment in LB Shastri Nagar,1126,5329.0,2 Bathrooms,Sale,May'18,60.0
GM Palya,2,Semi Furnished 2BHK Apartment in CV Raman Nagar,784,7015.0,2 Bathrooms,Sale,May'18,55.0
GM Palya,2,Semi Furnished 2BHK Apartment in C V Raman Nagar,805,5590.0,2 Bathrooms,Sale,May'18,45.0
GM Palya,2,Semi Furnished 2BHK Apartment in C V Raman Nagar,840,5714.0,2 Bathrooms,Sale,May'18,48.0
GM Palya,2,2BHK Apartment in Kaggadasapura,672,6250.0,2 Bathrooms,Sale,May'18,42.0
GM Palya,2,2BHK Apartment in Indira Nagar,1374,5750.0,2 Bathrooms,Sale,Jan'18,79.0
GM Palya,2,2BHK Apartment in C V Raman Nagar,900,5556.0,2 Bathrooms,Sale,Jun'18,50.0
GM Palya,2,2BHK Apartment in CV Raman Nagar,560,8571.0,2 Bathrooms,Sale,May'18,48.0
GM Palya,2, 2 BHK Apartment in Basavanagar,805,8516.0,2 Bathrooms,Sale,May'18,68.55
GM Palya,2, 2 BHK Apartment in Basavanagar,753,8801.0,2 Bathrooms,Sale,May'18,66.27
GM Palya,2,Semi Furnished 2BHK Apartment in Kaggadasapura,1080,5000.0,2 Bathrooms,Sale,May'18,54.0
GM Palya,2,Semi Furnished 2BHK Apartment in C V Raman Nagar,974,9437.0,2 Bathrooms,Sale,Jun'18,91.91
GM Palya,2,Semi Furnished 2BHK Apartment in Kaggadasapura,750,5333.0,2 Bathrooms,Sale,May'18,40.0
GM Palya,2,Semi Furnished 2BHK Apartment in Malleshpalya,650,4923.0,2 Bathrooms,Sale,Jun'18,32.0
GM Palya,3,3BHK Apartment in GM Palya,943,9332.0,3 Bathrooms,Sale,Jun'19,88.0
GM Palya,3,Semi Furnished 3BHK Apartment in Kaggadasapura,879,5688.0,2 Bathrooms,Sale,Feb'18,50.0
GM Palya,3,Semi Furnished 3BHK Apartment in C V Raman Nagar,1285,9430.0,3 Bathrooms,Sale,Jun'18,121.0
GM Palya,3,3BHK Apartment in Kaggadasapura,945,5873.0,3 Bathrooms,Sale,Jan'18,55.5
GM Palya,3,3BHK Apartment in Mahadevpura,1328,10542.0,3 Bathrooms,Sale,May'18,140.0
GM Palya,3,3BHK Apartment in C V Raman Nagar,1910,18063.0,3 Bathrooms,Sale,Mar'20,345.0
GM Palya,3,3BHK Apartment in Old Airport Road,2044,33904.0,3 Bathrooms,Sale,Dec'18,693.0
GM Palya,3,Semi Furnished 3BHK Apartment in Kaggadasapura,1182,5922.0,3 Bathrooms,Sale,May'18,70.0
GM Palya,3,Semi Furnished 3BHK Apartment in CV Raman Nagar,1200,6500.0,2 Bathrooms,Sale,Mar'18,78.0
GM Palya,3,3BHK Apartment in C V Raman Nagar,1161,11628.0,3 Bathrooms,Sale,May'18,135.0
GM Palya,3,Semi Furnished 3BHK Apartment in Kaggadasapura,1099,6096.0,2 Bathrooms,Sale,Jun'18,67.0
GM Palya,3,Semi Furnished 3BHK Apartment in Kodihalli,1063,9407.0,3 Bathrooms,Sale,May'18,100.0
GM Palya,3,Semi Furnished 3BHK Apartment in Old Madras Road,1052,7605.0,3 Bathrooms,Sale,Feb'18,80.0
GM Palya,3,Semi Furnished 3BHK Apartment in Mahadevpura,1504,6915.0,2 Bathrooms,Sale,Jun'18,104.0
GM Palya,3,Fully Furnished 3BHK Apartment in Basavanagar,1050,7619.0,2 Bathrooms,Sale,Jul'18,80.0
GM Palya,3,3BHK Apartment in Kaggadasapura,1555,4823.0,2 Bathrooms,Sale,May'18,75.0
GM Palya,3,3BHK Apartment in Murugeshpalya,1120,5804.0,2 Bathrooms,Sale,May'18,65.0
GM Palya,3,3BHK Apartment in Mahadevpura,1564,4795.0,2 Bathrooms,Sale,Aug'18,75.0
GM Palya,3,3BHK Apartment in Old Madras Road,1178,8913.0,3 Bathrooms,Sale,May'18,105.0
GM Palya,3, 3 BHK Apartment in Basavanagar,1211,8423.0,3 Bathrooms,Sale,May'18,102.0
GM Palya,3, 3 BHK Apartment in Basavanagar,928,8677.0,3 Bathrooms,Sale,May'18,80.52
GM Palya,3,3BHK Apartment in Doddenakundi,1690,7692.0,3 Bathrooms,Sale,Dec'17,130.0
GM Palya,3,3BHK Apartment in C V Raman Nagar,1278,11894.0,3 Bathrooms,Sale,Apr'19,152.0
GM Palya,3,3BHK Apartment in CV Raman Nagar,995,6030.0,3 Bathrooms,Sale,May'18,60.0
GM Palya,3,3BHK Apartment in Mahadevpura,1380,6522.0,2 Bathrooms,Sale,May'18,90.0
GM Palya,3,Semi Furnished 3BHK Apartment in Jeevanbhimanagar,1381,16655.0,3 Bathrooms,Sale,May'18,230.0
GM Palya,3,3BHK Apartment in Old Madras Road,1200,10000.0,3 Bathrooms,Sale,May'18,120.0
GM Palya,3,Semi Furnished 3BHK Apartment in Malleshpalya,1250,6000.0,3 Bathrooms,Sale,May'18,75.0
GM Palya,3,3BHK Apartment in C V Raman Nagar,1120,9821.0,3 Bathrooms,Sale,May'18,110.0
GM Palya,3,Semi Furnished 3BHK Apartment in Kaggadasapura,1096,8850.0,3 Bathrooms,Sale,Apr'18,97.0
Devarachikkanahalli,1,Semi Furnished 1BHK Apartment in Begur Road,451,6430.0,1 Bathrooms,Sale,Aug'19,29.0
Devarachikkanahalli,1,1BHK Apartment in Begur Road,451,8248.0,1 Bathrooms,Sale,Mar'20,37.2
Devarachikkanahalli,1,Semi Furnished 1BHK Apartment in Kudlu Gate,500,8200.0,1 Bathrooms,Sale,Jun'18,41.0
Devarachikkanahalli,1,Semi Furnished 1BHK Apartment in Bannerghatta Road,950,5789.0,2 Bathrooms,Sale,Jan'18,55.0
Devarachikkanahalli,1,Semi Furnished 1BHK Apartment in Bilekahalli,850,7647.0,2 Bathrooms,Sale,May'18,65.0
Devarachikkanahalli,1,Semi Furnished 1BHK Apartment in Begur Road,451,6430.0,1 Bathrooms,Sale,Aug'19,29.0
Devarachikkanahalli,1,Semi Furnished 1BHK Apartment in Bannerghatta Road,417,7434.0,1 Bathrooms,Sale,Dec'18,31.0
Devarachikkanahalli,1,Semi Furnished 1BHK Apartment in Bannerghatta Road,417,8153.0,1 Bathrooms,Sale,Jun'18,34.0
Devarachikkanahalli,1,Semi Furnished 1BHK Apartment in Kudlu Gate,500,8200.0,1 Bathrooms,Sale,Jun'18,41.0
Devarachikkanahalli,1,1BHK Apartment in Begur Road,451,7849.0,1 Bathrooms,Sale,Mar'20,35.4
Devarachikkanahalli,1,Semi Furnished 1BHK Apartment in Begur Road,451,6783.0,1 Bathrooms,Sale,Dec'19,30.59
Devarachikkanahalli,1,Semi Furnished 1BHK Apartment in Bannerghatta Road,417,8347.0,1 Bathrooms,Sale,Jun'18,34.8
Devarachikkanahalli,1,Semi Furnished 1BHK Apartment in Kudlu Gate,500,8354.0,1 Bathrooms,Sale,Jun'18,41.76
Devarachikkanahalli,1,Semi Furnished 1BHK Apartment in Begur Road,451,6430.0,1 Bathrooms,Sale,Aug'19,29.0
Devarachikkanahalli,1,Semi Furnished 1BHK Apartment in Begur Road,451,6430.0,1 Bathrooms,Sale,Aug'19,29.0
Devarachikkanahalli,1,1BHK Apartment in Begur Road,451,7849.0,1 Bathrooms,Sale,Jan'20,35.4
Devarachikkanahalli,1,Semi Furnished 1BHK Apartment in Begur Road,451,6640.0,1 Bathrooms,Sale,Aug'19,29.94
Devarachikkanahalli,1,1BHK Apartment in Kudlu Gate,492,11476.0,1 Bathrooms,Sale,Jun'18,56.46
Devarachikkanahalli,1,Semi Furnished 1BHK Apartment in Bannerghatta Road,417,8347.0,1 Bathrooms,Sale,Jul'18,34.8
Devarachikkanahalli,1,Semi Furnished 1BHK Apartment in Kudlu Gate,500,8354.0,1 Bathrooms,Sale,Jun'18,41.76
Devarachikkanahalli,1,1BHK Apartment in Kudlu Gate,492,11476.0,1 Bathrooms,Sale,Jun'18,56.46
Devarachikkanahalli,1,1BHK Apartment in Bannerghatta Road,417,8910.0,1 Bathrooms,Sale,Nov'21,37.15
Devarachikkanahalli,1,Semi Furnished 1BHK Apartment in Begur Road,451,6640.0,1 Bathrooms,Sale,Aug'19,29.94
Devarachikkanahalli,1, 1 BHK Apartment in Kodichikkanahalli,546,7067.0,1 Bathrooms,Sale,,38.58
Devarachikkanahalli,1,Semi Furnished 1BHK Apartment in Begur Road,451,6763.0,1 Bathrooms,Sale,Aug'19,30.5
Devarachikkanahalli,1,1BHK Apartment in Begur Road,451,6995.0,1 Bathrooms,Sale,Mar'18,31.54
Devarachikkanahalli,1,1BHK Apartment in Akshayanagar,403,8469.0,1 Bathrooms,Sale,Mar'18,34.13
Devarachikkanahalli,1,1BHK Apartment in Begur Road,451,9534.0,1 Bathrooms,Sale,Aug'19,43.0
Devarachikkanahalli,1,1BHK Apartment in Begur,480,3958.0,1 Bathrooms,Sale,Mar'18,19.0
Devarachikkanahalli,1,Semi Furnished 1BHK Apartment in Kudlu Gate,500,8356.0,1 Bathrooms,Sale,Jun'18,41.77
Devarachikkanahalli,2,2BHK Apartment in Devarachikkanahalli,869,6444.0,2 Bathrooms,Sale,Mar'18,56.0
Devarachikkanahalli,2,Semi Furnished 2BHK Apartment in Devarachikkanahalli,665,6316.0,2 Bathrooms,Sale,May'18,42.0
Devarachikkanahalli,2,Semi Furnished 2BHK Apartment in Devarachikkanahalli,900,4667.0,2 Bathrooms,Sale,Jun'18,42.0
Devarachikkanahalli,2,Semi Furnished 2BHK Apartment in Devarachikkanahalli,1339,3510.0,2 Bathrooms,Sale,Jan'18,47.0
Devarachikkanahalli,2,2BHK Apartment in Devarachikkanahalli,700,9344.0,2 Bathrooms,Sale,Feb'18,65.4
Devarachikkanahalli,2,2BHK Apartment in Devarachikkanahalli,1000,4000.0,2 Bathrooms,Sale,Jun'18,40.0
Devarachikkanahalli,2,Semi Furnished 2BHK Apartment in Devarachikkanahalli,778,6684.0,2 Bathrooms,Sale,Apr'18,52.0
Devarachikkanahalli,2,2BHK Apartment in Devarachikkanahalli,683,5124.0,2 Bathrooms,Sale,Apr'18,35.0
Devarachikkanahalli,2,Semi Furnished 2BHK Apartment in Devarachikkanahalli,595,5378.0,2 Bathrooms,Sale,Feb'18,32.0
Devarachikkanahalli,2,Semi Furnished 2BHK Apartment in Bannerghatta Road,687,8005.0,2 Bathrooms,Sale,Dec'20,54.99
Devarachikkanahalli,2,Semi Furnished 2BHK Apartment in Bommanahalli,903,7286.0,2 Bathrooms,Sale,May'18,65.79
Devarachikkanahalli,2,Semi Furnished 2BHK Apartment in Kudlu Gate,932,8691.0,2 Bathrooms,Sale,Dec'18,81.0
Devarachikkanahalli,2,Semi Furnished 2BHK Apartment in Begur,892,5942.0,2 Bathrooms,Sale,Feb'18,53.0
Devarachikkanahalli,2,2BHK Apartment in Hosur Road,942,11146.0,2 Bathrooms,Sale,May'18,105.0
Devarachikkanahalli,2,Semi Furnished 2BHK Apartment in Begur,879,7424.0,2 Bathrooms,Sale,May'18,65.26
Devarachikkanahalli,2,Semi Furnished 2BHK Apartment in Begur Road,839,6555.0,2 Bathrooms,Sale,Aug'19,55.0
Devarachikkanahalli,2,Semi Furnished 2BHK Apartment in Begur Road,951,6625.0,2 Bathrooms,Sale,Aug'19,63.0
Devarachikkanahalli,2,2BHK Apartment in Kudlu Gate,1030,6505.0,2 Bathrooms,Sale,Jan'18,67.0
Devarachikkanahalli,2,Semi Furnished 2BHK Apartment in Begur Road,854,7000.0,2 Bathrooms,Sale,Dec'19,59.78
Devarachikkanahalli,2,2BHK Apartment in Begur,812,5172.0,2 Bathrooms,Sale,Jan'18,42.0
Devarachikkanahalli,2,Semi Furnished 2BHK Apartment in Begur Road,963,7001.0,2 Bathrooms,Sale,Dec'19,67.42
Devarachikkanahalli,2,Semi Furnished 2BHK Apartment in Bannerghatta Road,700,4857.0,2 Bathrooms,Sale,Jan'18,34.0
Devarachikkanahalli,2,Semi Furnished 2BHK Apartment in Begur Road,862,7003.0,2 Bathrooms,Sale,Dec'19,60.36
Devarachikkanahalli,2,2BHK Apartment in Arekere,707,5587.0,2 Bathrooms,Sale,May'18,39.5
Devarachikkanahalli,2,2BHK Apartment in Hosur Road,711,8608.0,2 Bathrooms,Sale,Jul'18,61.2
Devarachikkanahalli,2,2BHK Apartment in Bommanahalli,732,5874.0,2 Bathrooms,Sale,May'18,43.0
Devarachikkanahalli,2,Semi Furnished 2BHK Apartment in Bannerghatta Road,847,8264.0,2 Bathrooms,Sale,Dec'20,70.0
Devarachikkanahalli,2,Semi Furnished 2BHK Apartment in Bannerghatta Road,788,7868.0,2 Bathrooms,Sale,Jan'18,62.0
Devarachikkanahalli,2,Semi Furnished 2BHK Apartment in Begur Road,859,6636.0,2 Bathrooms,Sale,Aug'19,57.0
Devarachikkanahalli,2,2BHK Apartment in Begur Road,820,5488.0,2 Bathrooms,Sale,Apr'18,45.0
Devarachikkanahalli,3,3BHK Apartment in Devarachikkanahalli,1260,6339.0,3 Bathrooms,Sale,Jul'18,79.86
Devarachikkanahalli,3,Semi Furnished 3BHK Apartment in Bannerghatta Road,1040,8002.0,3 Bathrooms,Sale,Dec'20,83.21
Devarachikkanahalli,3,Fully Furnished 3BHK Apartment in Bilekahalli,1080,5926.0,3 Bathrooms,Sale,Jan'18,64.0
Devarachikkanahalli,3,3BHK Apartment in Hosur Road,1113,11231.0,3 Bathrooms,Sale,May'18,125.0
Devarachikkanahalli,3,3BHK Apartment in Akshayanagar,994,8551.0,2 Bathrooms,Sale,May'18,85.0
Devarachikkanahalli,3,Semi Furnished 3BHK Apartment in Begur,1022,7429.0,3 Bathrooms,Sale,May'18,75.92
Devarachikkanahalli,3,3BHK Apartment in Kudlu Gate,999,12012.0,3 Bathrooms,Sale,Sep'18,120.0
Devarachikkanahalli,3,3BHK Apartment in Kudlu Gate,1295,10039.0,3 Bathrooms,Sale,May'18,130.0
Devarachikkanahalli,3,Semi Furnished 3BHK Apartment in Bannerghatta Road,1553,8555.0,3 Bathrooms,Sale,May'18,132.0
Devarachikkanahalli,3,Semi Furnished 3BHK Apartment in Begur Road,1130,6637.0,3 Bathrooms,Sale,Aug'19,75.0
Devarachikkanahalli,3,Semi Furnished 3BHK Apartment in Kudlu Gate,1095,8311.0,3 Bathrooms,Sale,Jun'18,91.0
Devarachikkanahalli,3,3BHK Apartment in Btm Layout,1200,4667.0,3 Bathrooms,Sale,May'18,56.0
Devarachikkanahalli,3,3BHK Apartment in Raja Rajeshwari Nagar,1200,4500.0,2 Bathrooms,Sale,Jun'18,54.0
Devarachikkanahalli,3,Semi Furnished 3BHK Apartment in Bannerghatta Road,1133,5914.0,3 Bathrooms,Sale,May'18,67.0
Devarachikkanahalli,3,Semi Furnished 3BHK Apartment in Kudlu Gate,1295,8357.0,3 Bathrooms,Sale,Jun'18,108.0
Devarachikkanahalli,3,Semi Furnished 3BHK Apartment in Bannerghatta Road,1400,6786.0,3 Bathrooms,Sale,Feb'18,95.0
Devarachikkanahalli,3,3BHK Apartment in Akshayanagar,1893,5018.0,3 Bathrooms,Sale,May'18,95.0
Devarachikkanahalli,3,Semi Furnished 3BHK Apartment in Begur Road,1144,6999.0,3 Bathrooms,Sale,Dec'19,80.06
Devarachikkanahalli,3,Semi Furnished 3BHK Apartment in Begur Road,1130,6999.0,3 Bathrooms,Sale,Dec'19,79.08
Devarachikkanahalli,3,Semi Furnished 3BHK Apartment in Kudlu Gate,1332,8709.0,3 Bathrooms,Sale,Dec'18,116.0
Devarachikkanahalli,3,3BHK Apartment in Kudlu Gate,999,12012.0,3 Bathrooms,Sale,Sep'18,120.0
Devarachikkanahalli,3,3BHK Apartment in Kudlu Gate,1057,9366.0,2 Bathrooms,Sale,May'18,99.0
Devarachikkanahalli,3,Semi Furnished 3BHK Apartment in Begur Road,1142,6998.0,3 Bathrooms,Sale,Dec'19,79.91
Devarachikkanahalli,3,Semi Furnished 3BHK Apartment in Hosur Road,1113,9973.0,3 Bathrooms,Sale,May'18,111.0
Devarachikkanahalli,3,Semi Furnished 3BHK Apartment in Bannerghatta Road,1448,10359.0,3 Bathrooms,Sale,Jul'18,150.0
Devarachikkanahalli,3,3BHK Apartment in Begur Road,1100,5000.0,3 Bathrooms,Sale,Jul'18,55.0
Devarachikkanahalli,3,Semi Furnished 3BHK Apartment in Kudlu Gate,1184,8699.0,3 Bathrooms,Sale,Dec'18,103.0
Devarachikkanahalli,3,Semi Furnished 3BHK Apartment in Arekere,1375,7418.0,3 Bathrooms,Sale,May'18,102.0
Devarachikkanahalli,3,3BHK Apartment in Begur Road,1100,5000.0,3 Bathrooms,Sale,Jul'18,55.0
Devarachikkanahalli,3,3BHK Apartment in Begur Road,1100,5000.0,3 Bathrooms,Sale,Jul'18,55.0
Malleshpalya,1,Semi Furnished 1BHK Apartment in Malleshpalya,900,6111.0,2 Bathrooms,Sale,Apr'18,55.0
Malleshpalya,1,Semi Furnished 1BHK Apartment in Malleshpalya,847,6494.0,2 Bathrooms,Sale,May'18,55.0
Malleshpalya,1,1BHK Apartment in CV Raman Nagar,705,7801.0,1 Bathrooms,Sale,Feb'18,55.0
Malleshpalya,1,Semi Furnished 1BHK Apartment in C V Raman Nagar,494,9425.0,1 Bathrooms,Sale,Jun'18,46.56
Malleshpalya,1,1BHK Apartment in C V Raman Nagar,494,13158.0,1 Bathrooms,Sale,Jun'18,65.0
Malleshpalya,1,Semi Furnished 1BHK Apartment in C V Raman Nagar,494,9421.0,1 Bathrooms,Sale,Jun'18,46.54
Malleshpalya,1,1BHK Apartment in K R Puram,500,5600.0,1 Bathrooms,Sale,May'18,28.0
Malleshpalya,1,Semi Furnished 1BHK Apartment in C V Raman Nagar,494,9421.0,1 Bathrooms,Sale,Jun'18,46.54
Malleshpalya,1,1BHK Apartment in CV Raman Nagar,494,11134.0,1 Bathrooms,Sale,May'18,55.0
Malleshpalya,1,1BHK Apartment in C V Raman Nagar,494,11134.0,1 Bathrooms,Sale,Apr'18,55.0
Malleshpalya,1,Semi Furnished 1BHK Apartment in C V Raman Nagar,494,9419.0,1 Bathrooms,Sale,Jun'18,46.53
Malleshpalya,1,1BHK Apartment in Indiranagar,850,6706.0,1 Bathrooms,Sale,Jan'18,57.0
Malleshpalya,1,1BHK Apartment in C V Raman Nagar,494,9717.0,1 Bathrooms,Sale,Mar'18,48.0
Malleshpalya,1,1BHK Apartment in C V Raman Nagar,494,12146.0,2 Bathrooms,Sale,Apr'18,60.0
Malleshpalya,1,1BHK Apartment in C V Raman Nagar,494,10121.0,1 Bathrooms,Sale,Apr'18,50.0
Malleshpalya,1,1BHK Apartment in C V Raman Nagar,494,9717.0,1 Bathrooms,Sale,Mar'18,48.0
Malleshpalya,1,Semi Furnished 1BHK Apartment in Old Airport Road,400,5750.0,1 Bathrooms,Sale,Apr'18,23.0
Malleshpalya,2,Semi Furnished 2BHK Apartment in Malleshpalya,650,4923.0,2 Bathrooms,Sale,Jun'18,32.0
Malleshpalya,2,2BHK Apartment in Malleshpalya,705,6099.0,2 Bathrooms,Sale,May'18,43.0
Malleshpalya,2,2BHK Apartment in Malleshpalya,742,5660.0,2 Bathrooms,Sale,Mar'18,42.0
Malleshpalya,2,2BHK Apartment in Malleshpalya,705,6099.0,2 Bathrooms,Sale,Jan'18,43.0
Malleshpalya,2,Semi Furnished 2BHK Apartment in Kaggadasapura,1078,4035.0,2 Bathrooms,Sale,Jan'18,43.5
Malleshpalya,2,2BHK Apartment in Doddanekkundi,1080,5463.0,2 Bathrooms,Sale,May'18,59.0
Malleshpalya,2,2BHK Apartment in Old Airport Road,725,6069.0,2 Bathrooms,Sale,May'18,44.0
Malleshpalya,2,2BHK Apartment in K R Puram,900,5333.0,2 Bathrooms,Sale,May'18,48.0
Malleshpalya,2,2BHK Apartment in Kaggadasapura,665,6617.0,2 Bathrooms,Sale,Jun'18,44.0
Malleshpalya,2,2BHK Apartment in Kaggadasapura,672,5952.0,2 Bathrooms,Sale,May'18,40.0
Malleshpalya,2,Semi Furnished 2BHK Apartment in Jeevanbheema Nagar,1036,6274.0,2 Bathrooms,Sale,Jan'18,65.0
Malleshpalya,2,Semi Furnished 2BHK Apartment in LB Shastri Nagar,1126,5329.0,2 Bathrooms,Sale,May'18,60.0
Malleshpalya,2,Semi Furnished 2BHK Apartment in Doddanekkundi,1000,5300.0,2 Bathrooms,Sale,Aug'18,53.0
Malleshpalya,2,Semi Furnished 2BHK Apartment in CV Raman Nagar,784,7015.0,2 Bathrooms,Sale,May'18,55.0
Malleshpalya,2,Semi Furnished 2BHK Apartment in C V Raman Nagar,805,5590.0,2 Bathrooms,Sale,May'18,45.0
Malleshpalya,2,Semi Furnished 2BHK Apartment in C V Raman Nagar,840,5714.0,2 Bathrooms,Sale,May'18,48.0
Malleshpalya,2,2BHK Apartment in Kaggadasapura,672,6250.0,2 Bathrooms,Sale,May'18,42.0
Malleshpalya,2,2BHK Apartment in Mahadevpura,879,8464.0,2 Bathrooms,Sale,Sep'21,74.4
Malleshpalya,2,Semi Furnished 2BHK Apartment in GM Palya,768,4622.0,2 Bathrooms,Sale,May'18,35.5
Malleshpalya,2,2BHK Apartment in C V Raman Nagar,900,5556.0,2 Bathrooms,Sale,Jun'18,50.0
Malleshpalya,2,2BHK Apartment in K R Puram,903,7967.0,2 Bathrooms,Sale,Jan'18,71.94
Malleshpalya,2,2BHK Apartment in CV Raman Nagar,560,8571.0,2 Bathrooms,Sale,May'18,48.0
Malleshpalya,2, 2 BHK Apartment in Basavanagar,805,8516.0,2 Bathrooms,Sale,May'18,68.55
Malleshpalya,2, 2 BHK Apartment in Basavanagar,753,8801.0,2 Bathrooms,Sale,May'18,66.27
Malleshpalya,2,Semi Furnished 2BHK Apartment in Mahadevpura,903,8527.0,2 Bathrooms,Sale,May'18,77.0
Malleshpalya,2,Semi Furnished 2BHK Apartment in Kaggadasapura,1080,5000.0,2 Bathrooms,Sale,May'18,54.0
Malleshpalya,2,Semi Furnished 2BHK Apartment in Doddanekkundi,1021,8815.0,2 Bathrooms,Sale,Jul'18,90.0
